student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,addr_city,addr_district,addr_postal,hobbies,skill_tech_python,skill_tech_excel,skill_tech_sql,skill_soft,siblings,income_father,income_mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year
706,Jessica Mann,20,Male,96.0,533-257-8220,Brookefort,NA,1981-01-01,Data Science,,active,,good,264.0,1988-09-20,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['side', 'with'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 5}, 'soft': ['he', 'guess']}, 'family': {'siblings': 5, 'income': {'father': 945, 'mother': 417}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}",Tashkent,,,,1.0,4.0,5.0,,5.0,945.0,417.0,laptop,Dell,2021.0,phone,Apple,2018.0
707,Ronald Bowman,18,Female,,790-127-5856,Sharonhaven,NA,2022-04-28,Data Science,,pending,2.78,unknown,243.0,1997-07-28,"48855 Griffith Flats Apt. 769, Port Lindseymouth","{""hobbies"": [""let"", ""option""], ""skills"": {""tech"": {""python"": 3, ""excel"": 3, ""sql"": 2}, ""soft"": [""painting"", ""tonight""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 949, ""mother"": 1167}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent,,48855,,3.0,3.0,2.0,,0.0,949.0,1167.0,laptop,Dell,2024.0,phone,Samsung,2019.0
708,Unknown,21,Male,70.0,016-328-8680,Lake Jonathan,diane10@cook.com,2024-05-20,Data Science,65.0,inactive,2.74,good,72.0,1987-12-20,"5025 Stephanie Tunnel Apt. 091, Paulbury","{'hobbies': ['your', 'likely'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['senior', 'now']}, 'family': {'siblings': 2, 'income': {'father': 1401, 'mother': 260}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}",Tashkent,,,,5.0,2.0,5.0,,2.0,1401.0,260.0,laptop,HP,2018.0,phone,Samsung,2019.0
709,Amanda Cortez,20,Female,89.0,275-427-6850,South Jeffrey,NA,,Data Science,91.0,inactive,,good,142.0,2024-04-05,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['assume', 'month'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 3}, 'soft': ['real', 'bring']}, 'family': {'siblings': 1, 'income': {'father': 1227, 'mother': 875}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}",Tashkent,,,,4.0,1.0,3.0,,1.0,1227.0,875.0,laptop,Lenovo,2020.0,phone,Xiaomi,2022.0
710,Amber Brock,20,Unknown,,NA,Mirandaville,brianbenson@yahoo.com,,Data Science,,active,0.0,average,191.0,1996-12-07,"986 Brown Cliff Apt. 309, New Gregory",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
711,Unknown,20,Female,62.0,NA,West Mark,codycarroll@hotmail.com,,Data Science,,pending,,excellent,95.0,2024-03-30,"696 Roth Falls Suite 393, Port Joseph","{'hobbies': ['our', 'thing'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 1}, 'soft': ['between', 'information']}, 'family': {'siblings': 0, 'income': {'father': 888, 'mother': 1339}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}",Tashkent,,,,2.0,3.0,1.0,,0.0,888.0,1339.0,laptop,Lenovo,2020.0,phone,Apple,2020.0
712,Mr. Timothy Herrera,18,Female,,316-265-1050,East Tammy,NA,2022-12-28,Data Science,77.0,pending,0.0,good,64.0,1989-09-30,"Apartment 13, Cobbfort district, Tashkent, UZ, 100837","{'hobbies': ['manage', 'nature'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['score', 'difference']}, 'family': {'siblings': 3, 'income': {'father': 640, 'mother': 244}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,Cobbfort district,100837,,1.0,5.0,4.0,,3.0,640.0,244.0,laptop,Dell,2024.0,phone,Samsung,2018.0
713,Johnny Alexander,18,Unknown,,NA,Port Natashastad,NA,1974-03-26,Python,,inactive,0.0,  excellent  ,243.0,1977-08-16,UZ 100627 Tashkent Burkeside,"{'hobbies': ['of', 'wrong'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 2}, 'soft': ['everybody', 'education']}, 'family': {'siblings': 0, 'income': {'father': 1148, 'mother': 817}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2015}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",Tashkent,,100627,,5.0,2.0,2.0,,0.0,1148.0,817.0,laptop,Lenovo,2015.0,phone,Samsung,2024.0
714,Marcus Sanchez,21,Female,,NA,Lake Jasonmouth,NA,1980-07-14,Data Science,,pending,,  excellent  ,58.0,2018-06-11,UZ 100938 Tashkent New Aliciaview,"{""hobbies"": [""save"", ""beat""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 4}, ""soft"": [""usually"", ""yard""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1394, ""mother"": 262}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",Tashkent,,100938,,1.0,2.0,4.0,,1.0,1394.0,262.0,laptop,HP,2024.0,phone,Xiaomi,2021.0
715,Brian Payne,18,Male,81.0,539-838-4479,New Mary,NA,1991-03-02,Data Science,,pending,,average,143.0,1976-03-03,"26959 Mark Coves Apt. 082, North Thomasberg","{""hobbies"": [""PM"", ""toward""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 2}, ""soft"": [""dark"", ""resource""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 460, ""mother"": 662}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2024}]}",Tashkent,,26959,,4.0,3.0,2.0,,0.0,460.0,662.0,laptop,Dell,2020.0,phone,Apple,2024.0
716,Kathy Wright,20,Male,,NA,West Davidchester,april56@wiggins.info,2022-06-28,Data Science,,active,0.0,excellent,82.0,1991-04-15,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['when', 'avoid'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 5}, 'soft': ['job', 'account']}, 'family': {'siblings': 0, 'income': {'father': 775, 'mother': 1043}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}",Tashkent,,,,4.0,3.0,5.0,,0.0,775.0,1043.0,laptop,Dell,2017.0,phone,Samsung,2019.0
718,Sara Contreras,18,Unknown,,067-411-4912,Port Meganberg,angela79@gmail.com,,Data Science,,pending,0.0,unknown,79.0,1970-08-16,UZ 100007 Tashkent Mclaughlinstad,"{'hobbies': ['foreign', 'school'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['want', 'business']}, 'family': {'siblings': 2, 'income': {'father': 409, 'mother': 1423}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",Tashkent,,100007,,3.0,1.0,4.0,,2.0,409.0,1423.0,laptop,HP,2023.0,phone,Apple,2023.0
719,Rodney Jackson,20,Unknown,87.0,078-421-3716,Ramirezchester,ann40@morales-wolf.com,1998-11-09,Data Science,,inactive,,average,54.0,1985-04-13,"Apartment 20, North Katieville district, Tashkent, UZ, 100714","{hobbies:['significant', 'knowledge']}",Tashkent,North Katieville district,100714,,,,,,,,,,,,,,
720,Amanda Miller,18,Male,68.0,NA,West Matthewshire,NA,2009-06-16,Data Science,,pending,0.0,average,240.0,2008-02-12,UZ 100243 Tashkent Meganhaven,"{hobbies:['defense', 'hotel']}",Tashkent,,100243,,,,,,,,,,,,,,
721,Cody Wilson,19,Female,95.0,096-348-7529,North Kristin,daviskevin@aguilar-moran.com,2022-06-13,Python,,pending,0.0,unknown,193.0,1979-09-24,UZ 100355 Tashkent New Jenniferport,"{""hobbies"": [""place"", ""become""], ""skills"": {""tech"": {""python"": 1, ""excel"": 3, ""sql"": 1}, ""soft"": [""much"", ""anything""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 1106, ""mother"": 597}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",Tashkent,,100355,,1.0,3.0,1.0,,5.0,1106.0,597.0,laptop,Dell,2019.0,phone,Xiaomi,2021.0
722,Danielle Brown,19,Unknown,77.0,351-117-7775,Gibsonport,NA,2002-12-06,Data Science,81.0,pending,,excellent,57.0,1980-03-31,"BROKEN,ADDRESS,DATA,,,","{hobbies:['hold', 'feel']}",Tashkent,,,,,,,,,,,,,,,,
723,William Davis,18,Male,,114-828-1138,Scottfurt,NA,2023-11-14,Data Science,61.0,inactive,0.0,  excellent  ,102.0,1976-03-09,"Apartment 5, West Austin district, Tashkent, UZ, 100839","{'hobbies': ['off', 'because'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 5}, 'soft': ['government', 'exactly']}, 'family': {'siblings': 4, 'income': {'father': 1151, 'mother': 296}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",Tashkent,West Austin district,100839,,5.0,4.0,5.0,,4.0,1151.0,296.0,laptop,Lenovo,2023.0,phone,Apple,2023.0
724,James Perez,20,Female,82.0,062-673-8836,East Andrew,xcarr@gmail.com,1980-03-14,Data Science,,inactive,,average,60.0,1970-12-19,"63452 Johnny Ports Suite 957, North Maria",INVALID_JSON_DATA,Tashkent,,63452,,,,,,,,,,,,,,
725,Ashley Harper,18,Male,,376-741-9984,Franciscobury,katherine53@phillips.com,1983-10-04,Data Science,,active,0.0,unknown,260.0,,UZ 100448 Tashkent North Marytown,"{hobbies:['likely', 'top']}",Tashkent,,100448,,,,,,,,,,,,,,
726,Jason Cunningham,20,Female,63.0,644-976-9621,Williamsonstad,NA,2024-08-10,Data Science,,active,,average,263.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
727,Molly Hernandez,19,Male,75.0,437-577-9755,Port Heatherbury,NA,2000-11-30,Data Science,62.0,active,,unknown,194.0,1986-05-06,"479 Kimberly Dale Apt. 159, Newtonstad","{""hobbies"": [""society"", ""sometimes""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 4}, ""soft"": [""detail"", ""certain""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 202, ""mother"": 448}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2022}]}",Tashkent,,,,5.0,1.0,4.0,,5.0,202.0,448.0,laptop,HP,2022.0,phone,Samsung,2022.0
728,Unknown,18,Male,90.0,NA,West Tammie,NA,1998-09-18,Data Science,,inactive,,excellent,62.0,,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['whole', 'century'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 1}, 'soft': ['analysis', 'receive']}, 'family': {'siblings': 5, 'income': {'father': 1026, 'mother': 1286}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}",Tashkent,,,,4.0,2.0,1.0,,5.0,1026.0,1286.0,laptop,HP,2016.0,phone,Apple,2023.0
729,Glenn Nguyen,21,Unknown,65.0,457-646-0614,Davidland,perrytrevor@hotmail.com,2010-10-30,Python,,pending,,average,180.0,2005-01-15,"2360 Bass Gateway, Port Wesley","{hobbies:['phone', 'around']}",Tashkent,,,,,,,,,,,,,,,,
730,Unknown,18,Male,81.0,940-483-5590,Lake Joseph,bdelgado@gmail.com,2020-04-02,Data Science,,active,0.0,good,58.0,1990-07-01,UZ 100825 Tashkent Carlosberg,"{hobbies:['walk', 'enter']}",Tashkent,,100825,,,,,,,,,,,,,,
731,Janet Mueller,20,Male,,NA,Greerhaven,NA,,Data Science,,inactive,0.0,  excellent  ,69.0,1980-07-11,"031 Annette Harbors Suite 552, Ellisview","{hobbies:['role', 'marriage']}",Tashkent,,,,,,,,,,,,,,,,
732,Andrea Parsons,19,Male,76.0,230-304-5597,Robertstad,crusso@ray.com,2012-09-04,Python,,inactive,,excellent,219.0,2002-11-05,"Brianberg 11-kv, dom 28, Tashkent",INVALID_JSON_DATA,Tashkent,dom 28,,,,,,,,,,,,,,,
733,Ann Ford,18,Female,68.0,185-244-2774,Nealmouth,NA,2018-01-24,Python,,active,,excellent,193.0,2011-02-20,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['deep', 'understand'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 2}, 'soft': ['region', 'reach']}, 'family': {'siblings': 3, 'income': {'father': 1105, 'mother': 1139}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",Tashkent,,,,4.0,3.0,2.0,,3.0,1105.0,1139.0,laptop,HP,2017.0,phone,Xiaomi,2019.0
734,Unknown,20,Unknown,,NA,Port Joshuaborough,NA,1990-06-18,Python,,inactive,,unknown,182.0,1980-07-30,"34007 Young Courts, South Kennethborough","{'hobbies': ['wait', 'reduce'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 5}, 'soft': ['face', 'after']}, 'family': {'siblings': 4, 'income': {'father': 734, 'mother': 1086}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}",Tashkent,,34007,,2.0,2.0,5.0,,4.0,734.0,1086.0,laptop,HP,2024.0,phone,Samsung,2020.0
735,Jeffrey Harper,19,Female,,NA,North Jameston,joshuaproctor@morgan-lane.biz,2001-07-25,Data Science,,pending,,  excellent  ,71.0,2006-09-28,"BROKEN,ADDRESS,DATA,,,","{hobbies:['certain', 'us']}",Tashkent,,,,,,,,,,,,,,,,
736,Roy Buchanan,18,Unknown,90.0,180-674-9803,South Ivanland,lisa49@gilbert-morris.com,2019-09-22,Data Science,,inactive,,good,292.0,1977-03-22,UZ 100284 Tashkent South Elizabethburgh,"{'hobbies': ['must', 'add'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['them', 'laugh']}, 'family': {'siblings': 5, 'income': {'father': 959, 'mother': 459}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",Tashkent,,100284,,1.0,5.0,4.0,,5.0,959.0,459.0,laptop,Lenovo,2024.0,phone,Apple,2019.0
737,Kimberly Mckinney,22,Female,,NA,Josephton,jessicahopkins@cobb.com,1982-12-28,Data Science,,active,1.15,  excellent  ,120.0,,"BROKEN,ADDRESS,DATA,,,","{hobbies:['deal', 'all']}",Tashkent,,,,,,,,,,,,,,,,
738,Richard Todd,22,Female,,722-943-6000,Darrylland,NA,2017-11-21,Python,,pending,,average,233.0,,"37735 Mendoza Extensions Suite 641, Port Brian","{hobbies:['enjoy', 'southern']}",Tashkent,,37735,,,,,,,,,,,,,,
739,Joshua Phillips,18,Male,,NA,Ingramview,stephen59@love.com,2013-09-01,Data Science,,pending,,  excellent  ,67.0,1995-02-03,"Apartment 21, North Amandachester district, Tashkent, UZ, 100894","{hobbies:['understand', 'help']}",Tashkent,North Amandachester district,100894,,,,,,,,,,,,,,
740,Unknown,20,Male,69.0,621-763-5302,Stephenfurt,gibsonjacob@garcia-curtis.info,1989-12-02,Data Science,100.0,active,,good,110.0,1992-06-19,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['also', 'suggest'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 4}, 'soft': ['glass', 'gun']}, 'family': {'siblings': 5, 'income': {'father': 568, 'mother': 1500}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",Tashkent,,,,3.0,5.0,4.0,,5.0,568.0,1500.0,laptop,Lenovo,2017.0,phone,Apple,2021.0
741,Melinda Wright,19,Unknown,56.0,NA,East Jason,NA,1992-03-25,Python,,active,,average,96.0,1985-02-20,"Port Angelfort 6-kv, dom 20, Tashkent","{'hobbies': ['as', 'job'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 3}, 'soft': ['man', 'upon']}, 'family': {'siblings': 3, 'income': {'father': 924, 'mother': 1178}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",Tashkent,dom 20,,,2.0,1.0,3.0,,3.0,924.0,1178.0,laptop,Lenovo,2019.0,phone,Samsung,2018.0
742,Jonathan Anderson,22,Male,77.0,NA,New Dawnshire,NA,2012-10-26,Data Science,,pending,,excellent,283.0,1991-09-13,"Apartment 49, Lisastad district, Tashkent, UZ, 100302","{'hobbies': ['page', 'Congress'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 2}, 'soft': ['have', 'form']}, 'family': {'siblings': 5, 'income': {'father': 887, 'mother': 1435}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}",Tashkent,Lisastad district,100302,,2.0,3.0,2.0,,5.0,887.0,1435.0,laptop,Lenovo,2021.0,phone,Apple,2020.0
743,Richard Rogers,19,Unknown,,822-405-4295,Port Wandashire,yanggary@miles-morris.info,2014-01-03,Python,,active,,good,133.0,,UZ 100742 Tashkent Port Martha,INVALID_JSON_DATA,Tashkent,,100742,,,,,,,,,,,,,,
744,Jonathan Stevens,18,Male,70.0,NA,Andreafurt,NA,1992-01-28,Data Science,,active,,excellent,214.0,2013-06-26,"Courtneyport 16-kv, dom 13, Tashkent","{""hobbies"": [""course"", ""benefit""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 2}, ""soft"": [""choose"", ""their""]}, ""family"": {""siblings"": 1, ""income"": {""father"": 1187, ""mother"": 1136}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}",Tashkent,dom 13,,,1.0,1.0,2.0,,1.0,1187.0,1136.0,laptop,Dell,2024.0,phone,Samsung,2019.0
745,Lisa Murphy,21,Unknown,74.0,454-742-0881,East Lauren,michaelwalker@erickson-martin.biz,1983-09-19,Data Science,61.0,active,,good,76.0,1972-12-05,"13169 Davis Knolls, Castroland","{'hobbies': ['player', 'daughter'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['light', 'as']}, 'family': {'siblings': 0, 'income': {'father': 536, 'mother': 1001}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",Tashkent,,13169,,4.0,4.0,1.0,,0.0,536.0,1001.0,laptop,Dell,2022.0,phone,Xiaomi,2021.0
746,Sherri Alexander,21,Female,57.0,215-490-4363,Brownchester,pattersonmarie@yahoo.com,2010-02-18,Data Science,,inactive,,good,185.0,1990-11-11,"41485 Roach Park Suite 766, Joshuahaven","{'hobbies': ['learn', 'any'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 3}, 'soft': ['want', 'outside']}, 'family': {'siblings': 1, 'income': {'father': 1049, 'mother': 512}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}",Tashkent,,41485,,2.0,5.0,3.0,,1.0,1049.0,512.0,laptop,Lenovo,2024.0,phone,Apple,2018.0
747,Unknown,20,Male,84.0,NA,Sabrinamouth,austin07@compton-johnson.com,,Python,87.0,inactive,0.0,good,205.0,1999-10-29,"8768 Tracy Wall Apt. 624, North Yolanda",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
748,Tonya Bruce,18,Unknown,63.0,NA,Westhaven,davidlamb@long-nunez.com,1972-07-24,Data Science,,inactive,,average,254.0,2004-07-31,"Pottsstad 30-kv, dom 38, Tashkent","{hobbies:['minute', 'morning']}",Tashkent,dom 38,,,,,,,,,,,,,,,
749,Jason Mack,20,Male,74.0,453-192-7531,Derekmouth,millerpatrick@leach.info,,Data Science,,active,0.0,unknown,188.0,2000-11-11,"Ruthfort 25-kv, dom 28, Tashkent","{hobbies:['often', 'toward']}",Tashkent,dom 28,,,,,,,,,,,,,,,
750,Brandon Ryan,20,Male,83.0,NA,Potterborough,NA,2008-12-27,Data Science,,pending,,good,174.0,2011-03-03,"5988 James Views, Mccormickhaven",INVALID_JSON_DATA,Tashkent,,,,,,,,,,,,,,,,
751,Unknown,20,Female,93.0,214-599-9546,Alexanderview,njones@gmail.com,2014-07-31,Python,,inactive,,good,74.0,1986-10-21,UZ 100245 Tashkent New Diamond,"{'hobbies': ['land', 'break'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 1}, 'soft': ['one', 'understand']}, 'family': {'siblings': 3, 'income': {'father': 1269, 'mother': 226}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}",Tashkent,,100245,,1.0,4.0,1.0,,3.0,1269.0,226.0,laptop,HP,2024.0,phone,Xiaomi,2023.0
752,Erica Stark,22,Female,,NA,East Donald,NA,1981-03-03,Data Science,99.0,active,,  excellent  ,264.0,,UZ 100332 Tashkent Kaylastad,"{'hobbies': ['agent', 'poor'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 4}, 'soft': ['various', 'government']}, 'family': {'siblings': 5, 'income': {'father': 1255, 'mother': 1382}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",Tashkent,,100332,,4.0,5.0,4.0,,5.0,1255.0,1382.0,laptop,Lenovo,2019.0,phone,Xiaomi,2021.0
753,Unknown,20,Male,63.0,237-997-4157,Port Christopherside,NA,2015-12-12,Data Science,,inactive,3.19,good,164.0,2018-01-30,"South Juliaburgh 19-kv, dom 9, Tashkent",INVALID_JSON_DATA,Tashkent,dom 9,,,,,,,,,,,,,,,
754,Sarah Herrera,18,Male,,072-856-8042,Port Elizabethshire,NA,2015-12-02,Data Science,,inactive,0.0,  excellent  ,95.0,2000-08-01,UZ 100158 Tashkent Katherinechester,INVALID_JSON_DATA,Tashkent,,100158,,,,,,,,,,,,,,
755,Rebecca Williams,22,Female,57.0,742-056-8630,South Joshuaburgh,NA,1981-05-05,Data Science,,active,,excellent,139.0,1977-10-17,"East John 7-kv, dom 28, Tashkent","{'hobbies': ['blood', 'general'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['however', 'door']}, 'family': {'siblings': 3, 'income': {'father': 374, 'mother': 370}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}",Tashkent,dom 28,,,5.0,4.0,3.0,,3.0,374.0,370.0,laptop,Dell,2018.0,phone,Apple,2021.0
756,Unknown,19,Female,68.0,224-979-5611,Ballardstad,NA,2008-02-11,Data Science,,active,,unknown,181.0,2008-03-19,UZ 100780 Tashkent Lake Timothy,"{'hobbies': ['whether', 'size'], 'skills': {'tech': {'python': 1, 'excel': 5, 'sql': 4}, 'soft': ['art', 'share']}, 'family': {'siblings': 4, 'income': {'father': 716, 'mother': 1323}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",Tashkent,,100780,,1.0,5.0,4.0,,4.0,716.0,1323.0,laptop,Dell,2024.0,phone,Xiaomi,2019.0
757,Unknown,19,Male,92.0,NA,Port Vickie,andrew24@yahoo.com,1994-07-24,Data Science,,inactive,,excellent,178.0,1979-07-16,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""product"", ""class""], ""skills"": {""tech"": {""python"": 3, ""excel"": 4, ""sql"": 2}, ""soft"": [""heart"", ""office""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1131, ""mother"": 694}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}",Tashkent,,,,3.0,4.0,2.0,,4.0,1131.0,694.0,laptop,HP,2023.0,phone,Samsung,2020.0
758,Kevin Chavez,20,Male,,NA,Paultown,NA,,Python,92.0,active,,unknown,118.0,1979-08-03,"38279 Johnson Junctions Apt. 058, Hopkinsshire","{'hobbies': ['often', 'seat'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 2}, 'soft': ['issue', 'beat']}, 'family': {'siblings': 1, 'income': {'father': 799, 'mother': 686}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",Tashkent,,38279,,4.0,3.0,2.0,,1.0,799.0,686.0,laptop,Dell,2018.0,phone,Xiaomi,2019.0
759,Leslie Hubbard,21,Unknown,,413-158-1431,Lake Jonport,harpersharon@yahoo.com,1971-12-17,Data Science,,pending,,good,117.0,1995-12-08,"58426 James Burg, Markmouth",INVALID_JSON_DATA,Tashkent,,58426,,,,,,,,,,,,,,
760,Tracey Fields,18,Male,87.0,033-742-5065,East Jonathanbury,NA,2006-03-05,Data Science,,pending,3.99,average,195.0,1998-12-16,"74126 Smith Drives, North Geoffreyburgh",INVALID_JSON_DATA,Tashkent,,74126,,,,,,,,,,,,,,
761,Unknown,18,Male,,146-936-4192,Clarkport,mackenzie10@gmail.com,2011-04-10,Python,,inactive,,  excellent  ,62.0,1978-08-18,"18410 Richard Orchard Suite 816, Charlesside","{hobbies:['floor', 'special']}",Tashkent,,18410,,,,,,,,,,,,,,
762,William Stewart,22,Female,,NA,Evansmouth,NA,2019-12-16,Python,95.0,pending,,  excellent  ,159.0,1978-02-20,"Apartment 32, Lake Christopher district, Tashkent, UZ, 100248","{'hobbies': ['whose', 'floor'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 2}, 'soft': ['clearly', 'game']}, 'family': {'siblings': 5, 'income': {'father': 513, 'mother': 1236}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",Tashkent,Lake Christopher district,100248,,1.0,4.0,2.0,,5.0,513.0,1236.0,laptop,Dell,2023.0,phone,Xiaomi,2019.0
